30247918,2021-07-12 00:00:00,117.83,07/2021
30247918,2021-07-13 00:00:00,117.83,07/2021
30247918,2021-07-14 00:00:00,117.83,07/2021
30247918,2021-07-15 00:00:00,117.83,07/2021
30247918,2021-07-16 00:00:00,117.83,07/2021
30247918,2021-07-17 00:00:00,117.83,07/2021
30247918,2021-07-18 00:00:00,117.83,07/2021
30247918,2021-07-19 00:00:00,117.83,07/2021
30247918,2021-07-20 00:00:00,117.83,07/2021
30247918,2021-07-21 00:00:00,117.83,07/2021
30247918,2021-07-22 00:00:00,117.83,07/2021
30247918,2021-07-23 00:00:00,117.83,07/2021
30247918,2021-07-24 00:00:00,117.83,07/2021
30247918,2021-07-25 00:00:00,117.83,07/2021
30247918,2021-07-26 00:00:00,117.83,07/2021
31704950,2021-07-30 00:00:00,153.0,07/2021
31704950,2021-07-31 00:00:00,153.0,07/2021
31704950,2021-08-01 00:00:00,153.0,08/2021
31704950,2021-08-02 00:00:00,153.0,08/2021
31704950,2021-08-03 00:00:00,153.0,08/2021
31704950,2021-08-04 00:00:00,153.0,08/2021
31704950,2021-08-05 00:00:00,153.0,08/2021
31704950,2021-08-06 00:00:00,153.0,08/2021
31704950,2021-08-07 00:00:00,153.0,08/2021
35512077,2021-11-20 00:00:00,140.03,11/2021
35512077,2021-11-21 00:00:00,140.03,11/2021
35512077,2021-11-22 00:00:00,140.03,11/2021
35512077,2021-11-23 00:00:00,140.03,11/2021
35512077,2021-11-24 00:00:00,140.03,11/2021
35512077,2021-11-25 00:00:00,140.03,11/2021
35587706,2021-12-20 00:00:00,130.98,12/2021
35587706,2021-12-21 00:00:00,130.98,12/2021
35587706,2021-12-22 00:00:00,130.98,12/2021
35587706,2021-12-23 00:00:00,130.98,12/2021
35587706,2021-12-24 00:00:00,130.98,12/2021
30054645,2021-12-26 00:00:00,153.59,12/2021
30054645,2021-12-27 00:00:00,153.59,12/2021
30054645,2021-12-28 00:00:00,153.59,12/2021
30054645,2021-12-29 00:00:00,153.59,12/2021
30054645,2021-12-30 00:00:00,153.59,12/2021
30054645,2021-12-31 00:00:00,153.59,12/2021
30054645,2022-01-01 00:00:00,153.59,01/2022
30054645,2022-01-02 00:00:00,153.59,01/2022
35383346,2022-02-02 00:00:00,179.48,02/2022
35383346,2022-02-03 00:00:00,179.48,02/2022
35383346,2022-02-04 00:00:00,179.48,02/2022
35383346,2022-02-05 00:00:00,179.48,02/2022
35383346,2022-02-06 00:00:00,179.48,02/2022
35383346,2022-02-07 00:00:00,179.48,02/2022
35383346,2022-02-08 00:00:00,179.48,02/2022
35383346,2022-02-09 00:00:00,179.48,02/2022
35383346,2022-02-10 00:00:00,179.48,02/2022
35383346,2022-02-11 00:00:00,179.48,02/2022
35383346,2022-02-12 00:00:00,179.48,02/2022
35383346,2022-02-13 00:00:00,179.48,02/2022
35383346,2022-02-14 00:00:00,179.48,02/2022
35383346,2022-02-15 00:00:00,179.48,02/2022
35383346,2022-02-16 00:00:00,179.48,02/2022
35383346,2022-02-17 00:00:00,179.48,02/2022
35383346,2022-02-18 00:00:00,179.48,02/2022
35383346,2022-02-19 00:00:00,179.48,02/2022
35383346,2022-02-20 00:00:00,179.48,02/2022
35383346,2022-02-21 00:00:00,179.48,02/2022
35383346,2022-02-22 00:00:00,179.48,02/2022
35383346,2022-02-23 00:00:00,179.48,02/2022
